Water (H2O), Palik
Palik
m
eps
0.035002,65.2175,26.8065
0.030003,61.8786,29.4576
0.025,57.0645,32.3264
0.02,50.1257,34.8643
0.014999,40.2388,36.1204
0.01,26.5537,33.2751
0.0094967,24.9908,32.5855
0.0090009,23.4182,31.758
0.0085034,21.8144,30.8543
0.008,20.2413,29.8247
0.0075019,18.6861,28.7353
0.0069979,17.1496,27.5494
0.0064977,15.7092,26.2392
0.0060024,14.2369,24.8685
0.0055006,12.8407,23.3205
0.005,11.5379,21.6733
0.0045005,10.3104,19.9014
0.004,9.09164,18.0729
0.0035002,8.04646,16.0728
0.0030003,7.06838,14.0333
0.0025,6.24607,11.8528
0.002,5.51702,9.62588
0.0014999,4.97119,7.32439
0.001,4.66944,4.99952
0.00074963,4.48284,3.99605
0.00055991,4.38685,3.2674
0.00046019,4.23903,2.91414
0.00035971,4.04975,2.50495
0.00027988,3.89526,2.1902
0.00023015,3.75759,1.98659
0.00017989,3.6229,1.76275
0.00013002,3.51117,1.60742
9.5969e-05,3.37473,1.69623
8.5911e-05,3.23178,1.77556
7.6046e-05,3.00367,1.83453
6.605e-05,2.7156,1.80957
5.5991e-05,2.3547,1.67146
4.7985e-05,2.10073,1.39202
4.2955e-05,2.04282,1.14926
3.8023e-05,2.0916,0.944878
3.3036e-05,2.20606,0.855792
2.7988e-05,2.30066,0.924817
2.3015e-05,2.16656,1.10031
1.9908e-05,1.99591,1.15952
1.9635e-05,1.97032,1.17267
1.941e-05,1.9483,1.18414
1.9142e-05,1.922,1.18861
1.8879e-05,1.88929,1.19389
1.8664e-05,1.86312,1.19838
1.8406e-05,1.83146,1.20076
1.8155e-05,1.79868,1.19708
1.7905e-05,1.767,1.19051
1.7662e-05,1.73756,1.18725
1.7419e-05,1.70633,1.18058
1.7141e-05,1.66802,1.16855
1.6903e-05,1.6382,1.15911
1.6633e-05,1.59878,1.14356
1.6407e-05,1.56851,1.12825
1.6145e-05,1.53337,1.11108
1.5886e-05,1.5002,1.08909
1.5667e-05,1.4717,1.07156
1.5418e-05,1.43816,1.04458
1.5135e-05,1.40825,1.01649
1.4894e-05,1.37528,0.990704
1.4656e-05,1.34831,0.964617
1.4388e-05,1.31392,0.929479
1.4158e-05,1.28927,0.898674
1.39e-05,1.25711,0.859727
1.3646e-05,1.22676,0.816654
1.3398e-05,1.20022,0.7708
1.3153e-05,1.17785,0.719995
1.2912e-05,1.15906,0.665062
1.2647e-05,1.14595,0.60554
1.2389e-05,1.13116,0.540758
1.2162e-05,1.13418,0.47328
1.1912e-05,1.14679,0.405451
1.1641e-05,1.17657,0.344144
1.1403e-05,1.20357,0.291941
1.1143e-05,1.24043,0.242375
1.089e-05,1.27791,0.20344
1.0642e-05,1.31708,0.169257
1.0399e-05,1.35806,0.144498
1.0139e-05,1.39896,0.127398
9.9108e-06,1.43517,0.118197
9.6618e-06,1.46441,0.111412
9.3985e-06,1.49385,0.105985
9.1408e-06,1.5186,0.101353
8.8889e-06,1.53855,0.0971951
8.6505e-06,1.5586,0.093625
8.3963e-06,1.57875,0.0906046
8.15e-06,1.59648,0.0882272
7.9051e-06,1.61175,0.086233
7.657e-06,1.62964,0.0843331
7.3964e-06,1.6476,0.0832546
7.1429e-06,1.66565,0.0827531
6.9013e-06,1.68377,0.0835912
6.6534e-06,1.71229,0.090321
6.398e-06,1.75361,0.118852
6.1958e-06,1.79324,0.235816
5.9559e-06,1.51035,0.213037
5.7013e-06,1.57964,0.0510593
5.4437e-06,1.64341,0.0276399
5.2002e-06,1.6847,0.0262456
4.9554e-06,1.70808,0.0342957
4.6992e-06,1.71847,0.0411654
4.4464e-06,1.7291,0.029982
4.1982e-06,1.75293,0.0182262
3.9541e-06,1.78755,0.0111158
3.6982e-06,1.84144,0.00975954
3.4518e-06,1.94027,0.0368031
3.199e-06,2.1289,0.270265
2.9851e-06,1.70552,0.725963
2.9377e-06,1.51907,0.708851
2.8977e-06,1.3638,0.617375
2.858e-06,1.26859,0.47174
2.8185e-06,1.2454,0.31995
2.7801e-06,1.27054,0.210027
2.7412e-06,1.30413,0.0142065
2.7042e-06,1.38036,0.03854
2.6667e-06,1.43755,0.0175654
2.6302e-06,1.48351,0.00978298
2.594e-06,1.51782,0.00610086
2.5648e-06,1.53759,0.00561968
2.553e-06,1.54504,0.00532501
2.5006e-06,1.57001,0.0047614
2.4492e-06,1.59012,0.00339966
2.3987e-06,1.60782,0.00230649
2.3496e-06,1.62053,0.00162053
2.3015e-06,1.63328,0.00119774
2.2492e-06,1.64352,0.00095868
2.1978e-06,1.6538,0.000869079
2.1478e-06,1.66152,0.000955149
2.0991e-06,1.66926,0.00119975
2.0513e-06,1.67444,0.00174483
2e-06,1.68221,0.00285599
1.9497e-06,1.6848,0.00479741
1.9011e-06,1.6874,0.00301628
1.8491e-06,1.6926,0.000484232
1.7989e-06,1.69781,0.000354155
1.7498e-06,1.70302,0.000261
1.6984e-06,1.70825,0.000202402
1.6483e-06,1.71086,0.000198581
1.5995e-06,1.7161,0.000244891
1.5487e-06,1.71872,0.000353446
1.4997e-06,1.72134,0.000589875
1.4489e-06,1.72397,0.000955076
1.3996e-06,1.7266,0.000402084
1.349e-06,1.72922,0.000106436
1.3002e-06,1.73186,3.6848e-05
1.2503e-06,1.73449,2.8974e-05
1.1995e-06,1.73712,3.16056e-05
1.1507e-06,1.73976,2.45492e-05
1.099e-06,1.7424,4.50912e-06
1.0495e-06,1.74504,3.749e-06
1e-06,1.74768,7.932e-06
9.7466e-07,1.74768,9.20112e-06
9.5057e-07,1.75033,7.75807e-06
9.2507e-07,1.75033,2.80476e-06
8.9928e-07,1.75298,1.28746e-06
8.7489e-07,1.75298,1.03457e-06
8.489e-07,1.75562,7.76185e-07
8.244e-07,1.75562,4.82035e-07
8e-07,1.75828,3.315e-07
7.7459e-07,1.76093,3.92261e-07
7.4963e-07,1.76093,4.13759e-07
